2005033146761	0
2005033146785	0
2005033146778	0
2005033146754	0
2005033146792	1
2005039146222	0
2000044310460	0
2000044310477	0
2000044310521	0
2000044310538				0
2090000132342				0
2090000139020				0
2090000139259				0
2005024143946				1
2005024143977				1
2005024143984				1
2005024144004				0
2005024144011				0
2005024144035				0
2005024144042				0
2005024144059				1
2005024144080				1
2005024144103				1
2005024144127				0
2005024144134				1
2005024144141				0
2005024144158				0
2005025143174				1
2005026141780				1
2005026142213				0
2005026142220				0
2005026142237				0
2005026142244				0
2005026142251				0
2005026142275				0
2005026142282				0
2005026142312				0
2005026142336				1
2005026142343				1
2005026142367				1
2005026142374				1
2005026142381				1
2005026142398				1
2005026142404				1
2005026142428				1
2005026142442				0
2005026142466				0
2005026142824				1
2005026142831				1
2005026142848				1
2005026142855				1
2005026142886				1
2005026142893				0
2005026142909				0
2005026142916				0
2005026142954				0
2005026142961				0
2005026142978				0
2005026142985				0
2005026142992				0
2005026143005				0
2005026143012				0
2005026143029				0
2005026143036				0
2005026143043				0
2005026143050				0
2005026143067				0
2005026143074				0
2005026143081				0
2005026143098				0
2005026143104				0
2005026143111				0
2005026143128				0
2005026143135				0
2005026143142				0
2005026143159				0
2005026143166				0
2005026143173				0
2005026143180				0
2005026143197				0
2005026143210				0
2005026143227				0
2005026143234				0
2005026143241				0
2005026143258				0
2005026143265				0
2005026143272				0
2005026143289				0
2005026143296				0
2005026143302				0
2005026143319				0
2005026143333				1
2005026143340				1
2005026143357				1
2005026143364				0
2005026143388				0
2005026143395				0
2005026143401				0
2005026143425				0
2005026143470				0
2005026145955				1
2005026146006				1
2005026146013				1
2005026146020				1
2005026146037				1
2005026146044				1
2005026146105				1
2005026146112				1
2005026146129				1
2005026146136				1
2005026146150				1
2005026146174				1
2005026146181				1
2005026146198				1
2005026146235				1
2005026146266				1
2005026146273				1
2005026146280				1
2005026146297				1
2005026146303				1
2005026146341				1
2005026146358				1
2005026146396				1
2005026146419				1
2005026146464				1
2005026146471				1
2005026146495				1
2005026146501				1
2005026146518				1
2005027144193				0
2005027147033				0
2005028146615				0
2005028146622				0
2005028146639				0
2005028146646				0
2005029142289				1
2005029142296				1
2005029142302				1
2005029142319				1
2005029142326				1
2005029142333				1
2005029142364				0
2005029142395				0
2005029142401				1
2005029142418				1
2005029142463				0
2005029142487				0
2005029142500				1
2005029142517				1
2005029142548				1
2005029142555				1
2005029142562				1
2005029142579				0
2005029142586				2
2005029142593				2
2005029142609				2
2005029142616				2
2005029142654				1
2005029142661				1
2005029142678				1
2005029142685				1
2005029142692				1
2005029142708				0
2005029142739				1
2005029142746				0
2005029142753				0
2005029142869				1
2005029142883				1
2005029142906				1
2005029142944				1
2005029142968				1
2005029142975				1
2005029142999				1
2005029143002				1
2005029143019				1
2005030141882				1
2005030141905				1
2005030141929				1
2005030142353				1
2005031141706				1
2005031141713				1
2005031141720				1
2005031141737				1
2005031141744				1
2005031141751				1
2005031142154				0
2005031142161				0
2005031142185				0
2005031142192				1
2005031142215				1
2005031142222				1
2005031142239				0
2005031142246				0
2005031142253				0
2005031142260				1
2005031149184				0
2005031149191				0
2005031149207				0
2005031149214				0
2005031149221				0
2005031149245				0
2005031149252				0
2005031149269				0
2005031149276				0
2005031149283				0
2005031149290				0
2005031149306				0
2005031149313				0
2005031149320				0
2005031149337				0
2005031149344				0
2005031149351				0
2005031149368				0
2005031149375				0
2005031149382				0
2005031149399				0
2005031149405				0
2005031149412				1
2005031149429				1
2005031149436				1
2005031149443				0
2005031149481				0
2005031149498				0
2005031149504				0
2005031149511				0
2005031149535				0
2005031149542				1
2005031149559				1
2005031149566				1
2005031149573				0
2005031149597				1
2005031149603				1
2005031149610				1
2005031149627				1
2005031149634				1
2005031149641				1
2005031149658				1
2005031149665				1
2005031149672				0
2005031149689				0
2005032144270				1
2005032144287				1
2005032144294				1
2005032144300				0
2005033147898				0
2005034143080				1
2005034143103				1
2005034143110				1
2005034143127				1
2005034143134				1
2005034143141				1
2005034143158				1
2005034143165				1
2005034143172				1
2005034143189				1
